||||
First the cart is checked for any changes then the customer is charged and only when it is successful the order is created |0|0||
||||
B11 Browse Products |2|2||
||||
List products |2|2||
||||
As a customer I want to list all products of the shop |2|2||user story
||||
Filter by category |2|2||
||||
As a customer I want to see only those products that belong to a particular category and any category descendant so that I can narrow down the list to what fits best my needs |2|2||user story
||||
Filter by price |2|2||
||||
As a customer I want to see only those products from the product list which prices fall within a specific price range so that I can narrow down the list to best fit my economic requirements |2|2||user story
||||
Filter by color |2|2||
||||
As a customer I want to see only those products from the product list which main color matches any of the colors I selected so that I can narrow down the list to best fit my liking |2|2||user story
||||
Sort by name |2|2||
||||
As a customer I want to sort the products from the product list by their name in an ascendant or descendant order |2|2||user story
||||
Sort by price |2|2||
||||
As a customer I want to sort the products from the product list by their price in an ascendant or descendant order |2|2||user story
||||
Pagination |2|2||
||||
The product list needs to be displayed divided into pages and the customer should be given the ability to browse through them |2|2||
||||
Product detail |2|2||
||||
As a customer I want to see all information regarding a particular product and its variants so that I can make a better decision about buying it |2|2||user story
||||
Breadcrumb |2|0||
||||
As a customer I want to be informed of my location inside the category tree via a breadcrumb so that it can help me to navigate and have a better understanding of the webshop structure |2|2||user story
||||
Empty list message |2|2||
||||
As a customer I want to be informed with an informative message when a product list request has no results |2|2||user story
||||
Not found message |2|2||
||||
As a customer I want to be informed with an informative message when a category or product I requested can not be found |2|2||user story
||||
B12 Purchase Products |0|2||
||||
Add item to cart |0|0||
||||
As a customer I want to add a particular product to the shopping cart so that I can buy it with the next order |0|0||user story
||||
Update item in cart |0|0||
||||
As a customer I want to change the number of units of a particular item in the shopping cart so that I can buy a different quantity of the product with the next order |0|0||user story
||||
Remove item from cart |0|0||
||||
As a customer I want to remove a particular item from the shopping cart so that I do not buy it with the next order |0|0||user story
||||
Place order |0|0||
||||
As a customer I want to place an order so that I can actually buy the items in my shopping cart |0|0||user story
||||
Payment |0|0||
||||
As a customer I want to be able to pay online my orders so that I can pay immediately the moment I buy them instead of using other possibly unpleasant billing options |0|0||user story
||||
List orders |0|2||
||||
As a registered customer I want to see a list of my orders so that I can see all the purchases I did in the past |0|2||user story
||||
Mini cart |0|0||
||||
As a customer I want to be able to see my current shopping cart from any page via a socalled minicart so that I can always be aware of its contents and pricing details |0|0||user story
||||
B13 User Management |1|1||
||||
As an anonymous customer I want to sign up a new customer account so that I can place orders more easily and take advantage of many other benefits |1|1||user story
||||
Log in |1|1||
||||
As an anonymous customer I want to log in with an existing customer account so that I take advantage of the benefits of being a registered customer |1|0||user story
||||
Log out |1|1||
||||
As a registered customer I want to logout from my customer account so that nobody else can use it from the same machine |1|1||user story
||||
Recover password |1|1||
||||
As an anonymous customer I want to be able to recover my password so that I can log in with my account when I forget my current password |1|1||user story
||||
Update account |1|1||
||||
As a registered customer I want to update my personal data such as the email address used |1|1||user story
||||
Change password |1|1||
||||
As a registered customer I want to change my current password to another one of my choice |1|1||user story
||||
Add address |1|1||
||||
As a registered customer I want to add a postal address to my address book so that I can select it as shipping or billing address when placing an order |1|1||user story
||||
Update address |1|1||
||||
As a registered customer I want to update the data of a particular postal address from my address book so that it corresponds to my current situation |1|1||user story
||||
Remove address |1|1||
||||
As a registered customer I want to remove a particular postal address from my address book so that I can not longer select it when placing an order |1|1||user story
